Locus Pairwise estimates

gst = Nei & Chesser, 1983
Gst = Hedrick, 2005
GGst = Meirmans & Hedrick, (2011)
D = Jost, 2008
Fst = Weir & Cockerham, 1984

gst

Loci	sid98,  vs  sid75,	sid98,  vs  sid50,	sid98,  vs  sid1,	sid75,  vs  sid50,	sid75,  vs  sid1,	sid50,  vs  sid1,
MAL13-1596183	-2e-04	0.2401	0.034	0.3418	-0.0048	0.4198
MAL13-1661997	0.0499	0.3413	0.1885	0.5613	0.0337	0.7147
MAL13-1709066	0.4699	0.7334	0.7271	0.0918	0.0884	-0.0094
MAL13-1716352	0.2785	0.007	0.0805	0.3658	0.0702	0.1509
MAL13-1777097	0.12	0.2205	0.3838	0.5442	0.0942	0.779
MAL13-2383027	-0.0043	-0.0033	0.0309	0.0121	0.0055	0.0613
MAL13-2470584	0.0323	0.1155	0.2118	0.0116	0.0751	0.0148
MAL13-2477441	-0.0016	0.4563	0.0875	0.3535	0.1569	0.6957
MAL13-2553416	0.1514	-0.0064	0.6223	0.1782	0.284	0.6467
MAL13-2672190	0.0396	0.1168	0.1874	0.0043	0.0431	0.0022
MAL13-2704604	0.1408	0.1564	0.4218	0.4695	0.0948	0.7249
MAL14-201791	0.7749	0.8826	0.8963	0.0358	0.0557	-0.0057
MAL14-221707	0.0845	0.9022	0.0854	0.7454	-0.0122	0.7508
MAL14-312693	0.018	0.0195	0.0213	NaN	NaN	NaN
MAL14-334976	0.1904	0.0415	0.3641	0.3878	0.036	0.5617
MAL14-442134	-0.0078	0.6341	0.0431	0.5697	0.0094	0.4447
MAL14-564339	0.0666	0.0446	0.1206	-0.0132	-0.0061	0.0083
MAL14-722436	0.1254	0.1913	0.3224	-0.0037	0.0624	0.0215
MAL14-832589	0.1092	0.1066	0.1836	-0.0111	0.0083	0.0128
MAL14-860816	0.0363	0.1007	0.3712	0.2414	0.1887	0.6052
MAL14-911764	-0.0084	0.147	0.1143	0.1837	0.074	0.4002
MAL14-1103685	0.0256	0.3049	-0.0075	0.1403	0.0146	0.2759
MAL14-1106081	-0.0127	0.3347	-0.0069	0.2998	-0.0122	0.3033
MAL14-1161488	0.7277	0.7961	0.8191	-0.0048	0.0097	-0.0088
MAL14-1199721	0.016	0.0809	-0.0081	0.0043	0.0335	0.1065
MAL14-1392975	-0.0123	0.1303	0.0558	0.1063	0.0705	0.3134
MAL14-1405313	0.1002	0.0446	0.6174	-0.0048	0.3247	0.4212
MAL14-1454903	0.0862	0.0239	0.0203	0.2112	0.0101	0.1085
MAL14-1482198	0.0928	0.0141	0.3285	0.0109	0.076	0.191
MAL14-1818960	0.3831	0.0148	0.3782	0.5165	-0.0078	0.5117
MAL14-1903017	0.1594	0.0875	0.3125	0.4305	0.0235	0.5884
MAL14-2181307	0.6886	0.5432	0.6466	0.0168	-0.0125	0.0057
MAL14-2275535	0.2427	-0.007	0.6781	0.2312	0.2728	0.6702
MAL14-2373291	0.1763	0.4377	0.461	0.0912	0.1112	-0.0056
MAL14-2536420	0.1966	0.0029	0.6202	0.2636	0.233	0.674
MAL14-2615028	0.3432	0.5154	0.482	0.0416	0.023	-0.0035
MAL14-2752309	-0.0048	0.0196	-0.0051	0.0353	-0.0057	0.026
MAL14-2816701	0.1404	0.2989	0.205	0.0402	-0.0011	0.0137
MAL14-3009282	-0.0085	0.0145	-0.0035	0.0048	-0.0077	0.0053
MAL14-3017815	-0.0018	0.1868	0.0567	0.0981	0.0052	0.033
MAL14-3043465	0.0031	0.3682	-0.0071	0.269	0.0194	0.4046
MAL14-3124740	0.2582	0.2287	0.2824	-0.0141	-0.0123	-0.005
MAL14-3126540	0.4642	0.4777	0.6549	-0.0134	0.0532	0.0487

D

Loci	sid98,  vs  sid75,	sid98,  vs  sid50,	sid98,  vs  sid1,	sid75,  vs  sid50,	sid75,  vs  sid1,	sid50,  vs  sid1,
MAL01-145461	0.0284	0.0492	0.0126	0.0019	0.0018	0.0107
MAL01-167547	0.03	0.0031	0.0047	0.0609	0.0651	-0.001
MAL01-389906	-0.0048	0.0439	-8e-04	0.0307	-0.0042	0.0257
MAL02-131505	-0.0082	0.1352	0.0938	0.1368	0.0949	0.0026
MAL02-194835	0.0305	0.326	0.2598	0.1549	0.1059	0.0023
MAL02-255652	0.1186	0.2047	0.2705	0.0086	0.0333	0.0043
MAL02-290673	0.4151	0.5654	0.3692	0.0164	-0.0025	0.0327
MAL02-294544	-0.0036	0.056	-0.0022	0.0762	2e-04	0.0452
MAL02-297021	0.3983	0.5519	0.3587	0.0171	-0.0031	0.0316
MAL02-322398	0.3452	0.4466	0.2488	0.0065	0.0065	0.039
MAL02-417203	0.0183	0.0129	0.0231	0.0682	-0.0049	0.0746
MAL02-510210	0.0361	0.0362	0.3178	-0.0046	0.153	0.1545
MAL02-514461	0.0148	-0.0047	0.1733	0.019	0.0733	0.1844
MAL02-569613	0.0056	0.0275	0.0292	0.0033	0.0043	-0.0011
MAL02-608790	-0.0085	0.039	0.0905	0.0318	0.0961	0.2493
MAL02-660994	-0.0033	0.3856	0.0056	0.3544	0.0108	0.4733
MAL02-680916	0.0498	0.0808	0.0674	0.0025	0	2e-04
MAL02-723983	0.0709	0.2527	0.107	0.0602	-5e-04	0.0366
MAL02-792270	0.0073	0.0306	0.0831	0.0811	0.0278	0.2094
MAL03-139623	-2e-04	0.0013	0.0049	0.0038	0.001	0.0124
MAL03-192822	0.0841	0.1535	0.2079	0.002	0.0224	-1e-04
MAL03-355045	0.0068	0.0498	0.0555	0.0109	0.0144	-0.0015
MAL03-666808	-0.002	0.0088	0.0284	0.0023	0.0174	0.0041
MAL03-714600	3e-04	0.3752	-6e-04	0.4037	5e-04	0.373
MAL03-849722	0.0025	0.0058	0.006	3e-04	3e-04	0
MAL04-134941	0.1513	0.1965	0.1552	0.5932	-6e-04	0.5976
MAL04-163143	0.0027	8e-04	0	-4e-04	0.0016	2e-04
MAL04-193196	0.0368	0.0427	0.0527	-5e-04	9e-04	3e-04
MAL04-273727	-0.0084	0.1278	0.0118	0.1369	0.0139	0.054
MAL04-282592	8e-04	-2e-04	2e-04	0.0019	0.0028	-1e-04
MAL04-307321	3e-04	1e-04	0.0021	-3e-04	2e-04	7e-04
MAL04-342497	0.1466	0.2252	0.0954	0.0045	0.0011	0.0281
MAL04-361423	0.0811	0.1692	0.0371	0.0097	0.0025	0.045
MAL04-422595	-0.0073	0.1016	-0.0049	0.0799	-0.006	0.1026
MAL04-441887	0.0059	0.0018	0.0061	6e-04	0	7e-04
MAL04-469608	3e-04	0.0195	0.002	0.0134	2e-04	0.0081
MAL04-515294	0.0602	0.145	0.0376	0.3704	-3e-04	0.3191
MAL04-544408	-0.0035	0.0024	4e-04	-8e-04	-0.0021	-0.0026
MAL04-637111	0.4031	-0.005	0.1435	0.3676	0.0815	0.1191
MAL04-666150	0.1124	-0.0016	0.1095	0.1117	-0.0065	0.1089
MAL04-680633	0.0691	0.5302	0.0154	0.2505	0.0139	0.3876
MAL04-702725	0.0013	0.3985	0.0105	0.4472	0.0238	0.2943
MAL04-755220	0.6761	0.9168	0.8209	0.046	0.0144	0.0076
MAL04-772972	0.3464	0.0139	0.3027	0.221	-0.0037	0.1847
MAL04-799238	0.2878	0.0178	0.0943	0.4308	0.0553	0.1967
MAL04-809686	0.3291	0.3356	0.3212	-3e-04	-3e-04	0
MAL04-846290	0.0092	0.0144	0.0063	3e-04	-1e-04	0.0013
MAL04-872322	-0.0056	0.0427	0.1864	0.0507	0.1688	0.379
MAL04-894155	4e-04	0	0.0048	4e-04	0.0012	0.0048
MAL04-895873	0.0511	0.012	0.0308	0.0081	-0.0019	8e-04
MAL04-915180	0.0038	0.0053	8e-04	-0.0012	5e-04	0.0014
MAL04-934434	0.1736	0.0302	0.0627	0.3322	0.0238	0.1797
MAL04-936350	0.1075	0.0427	0.1746	0.276	0.0013	0.364
MAL04-991586	0.3185	-0.0033	0.1616	0.2979	0.0269	0.1456
MAL04-994352	0.0592	0.0333	-0.0019	0.1884	0.0364	0.0559
MAL05-132132	0.1042	0.4329	0.2446	0.1307	0.0269	0.0326
MAL05-144161	0.0521	-7e-04	0.0676	0.0545	-0.0038	0.0701
MAL05-192222	0.6834	0.576	0.5118	0.0066	0.0219	6e-04
MAL05-329493	0.0231	-0.0014	0.0257	0.0128	-0.0049	0.0154
MAL05-364227	0.0876	0.0091	0.0698	0.0376	-0.0038	0.0264
MAL05-369684	0.1984	0.1306	0.2875	0.005	0.0097	0.0366
MAL05-383150	0.0102	0.0159	0.0091	-0.0015	-0.0017	-4e-04
MAL05-396039	0.3033	0.4822	0.3603	0.031	5e-04	0.0144
MAL05-426361	0.0346	0	0.1428	0.0484	0.033	0.1664
MAL05-475275	0.2115	0.7008	0.2356	0.2056	-0.0069	0.1858
MAL05-622362	0.2474	0.749	0.1303	0.2073	0.0165	0.3482
MAL05-668859	0.1927	0.0036	0.3942	0.1435	0.0421	0.3322
MAL05-680743	0.0509	0.1496	0.0947	0.0244	0.0036	0.0063
MAL05-734299	0.004	0.0018	0.0392	-6e-04	0.0161	0.0229
MAL05-796712	0.1043	0.0045	0.0789	0.1551	-0.0042	0.1243
MAL05-798464	-0.0019	0.0561	1e-04	0.0849	-0.0049	0.0851
MAL05-831868	0.006	0.2237	-0.002	0.1358	0.0153	0.2523
MAL05-855820	0.3005	0.0172	0.4617	0.1674	0.0245	0.3073
MAL05-908821	0.1428	0.0433	0.3762	0.0229	0.0624	0.1795
MAL05-931601	0.0016	0.0315	0.151	0.0698	0.09	0.3068
MAL05-1043649	0.3496	0.6394	0.2249	0.0726	0.0124	0.1584
MAL05-1188652	0.0187	0.1826	-0.003	0.0778	0.0085	0.1527
MAL05-1217046	0.3482	0.6178	0.383	0.0564	-0.0055	0.0434
MAL06-148357	0.0116	0.0017	0.0075	0.0031	-0.001	0.0012
MAL06-159081	0.4083	0.7225	0.69	0.0767	0.0617	-6e-04
MAL06-182962	0.0115	0.082	-0.003	0.0176	0.0016	0.0581
MAL06-261657	0.023	0.0737	0.0211	0.0031	-0.0071	0.0099
MAL06-312410	0.059	0.4778	0.0204	0.2281	0.0053	0.3253
MAL06-315729	0	0	0.0155	0	0.0152	0.0154
MAL06-327977	0.1217	0.3538	0.2343	0.0687	0.0153	0.0151
MAL06-378824	0.0433	0.0677	0.0561	0.0019	-1e-04	3e-04
MAL06-404675	-7e-04	0.0013	0.0313	0.0015	0.0292	0.0466
MAL06-417465	0.0163	0.0206	0.0332	-8e-04	0.0021	0.0011
MAL06-510590	-7e-04	0.0013	0.0346	0.0015	0.0325	0.0506
MAL06-581030	0.3682	0.4171	0.1826	0.0019	0.0418	0.0656
MAL06-654198	-0.0012	0.0175	-7e-04	0.0015	0.0107	0.0383
MAL06-909067	0.0079	-2e-04	3e-04	0.0039	0.0134	0.0016
MAL06-938236	0.1619	0.7314	0.138	0.2861	-0.0056	0.3211
MAL07-178000	0.0908	0.0165	0.4122	0.0203	0.1305	0.2685
MAL07-277102	0.1133	0.001	0.2333	0.1451	0.0181	0.2735
MAL07-281602	0.0276	-4e-04	2e-04	0.0263	0.0346	3e-04
MAL07-283525	0.0168	0.1019	0.0753	0.2127	0.0096	0.3288
MAL07-537094	0.003	5e-04	0.007	0.0071	-9e-04	0.0122
MAL07-665556	2e-04	0.0058	0.0048	0.0015	9e-04	0
MAL07-1122074	3e-04	0.0024	0.0025	3e-04	3e-04	0
MAL07-1184520	0.2017	-0.0021	0.1244	0.2182	0.0041	0.1379
MAL07-1225730	-0.0085	0.1818	0.0649	0.195	0.0726	0.0295
MAL07-1314717	0.0367	1e-04	0.0285	0.0418	-0.0025	0.033
MAL07-1318034	0.043	0.075	0.0475	0.0033	-0.0013	0.0029
MAL08-324349	0.1137	0.5999	0.0548	0.2519	0.0074	0.3582
MAL08-329153	0.3264	0.3806	0.4497	-0.0058	0.008	-6e-04
MAL08-414103	0.2387	0.0067	0.4084	0.319	0.0242	0.4991
MAL08-415215	0.4283	0.0536	0.6603	0.2088	0.0392	0.4119
MAL08-418882	0.0038	0.3923	0	0.3306	0.0029	0.3854
MAL08-423288	0.0111	0.0162	-7e-04	-7e-04	0.0052	0.0091
MAL08-472454	0.3898	0.4474	0.4306	0.0024	7e-04	-1e-04
MAL08-477431	0.2523	0.6199	0.6295	0.1167	0.1233	-0.0018
MAL08-502175	0.1719	-8e-04	0.2849	0.1642	0.011	0.2758
MAL08-506860	0.1719	-1e-04	0.2415	0.1885	2e-04	0.2599
MAL08-510277	-0.0016	-0.0013	-0.0012	-0.0052	-0.004	-0.0032
MAL08-550806	-0.0019	0.0365	0.1381	0.0608	0.0983	0.2982
MAL08-598974	0.0604	0.1845	0.118	0.0334	0.0063	0.0079
MAL08-620258	0.4426	0.607	0.5445	0.0203	0.0058	0.0019
MAL08-682727	0.2764	0.4415	0.3374	0.0209	-0.002	0.007
MAL08-702678	0.0242	0.0053	0.0105	0.0049	0.001	-2e-04
MAL08-740413	-0.0066	0.237	-0.0041	0.276	-0.0012	0.2102
MAL08-753870	0.0297	0.0725	0.0633	0.007	0.0039	-3e-04
MAL08-880658	0.0718	-6e-04	0.0541	0.0686	-0.0031	0.0513
MAL08-992462	0.03	0.075	0.0346	0.0055	-0.0036	0.0057
MAL08-998189	0.1308	0.0252	0.1461	0.0325	-0.0072	0.0434
MAL08-1113364	0.0792	0.0866	0.0487	-0.007	-9e-04	0.0019
MAL08-1122713	0.1641	0.3918	0.0134	0.0567	0.0761	0.2631
MAL08-1191793	0.0116	-0.0049	-0.0031	0.0236	0.0024	0.0013
MAL08-1238679	0.1524	0.3627	0.2274	0.0489	0.0016	0.0162
MAL08-1249200	0.0174	0.0176	0.0158	0	0	0
MAL09-231063	0.0307	0.0562	0.11	0.1823	0.0173	0.3138
MAL09-265315	0.3926	0.0565	0.4723	0.1663	6e-04	0.2297
MAL09-478750	0.0492	0.2871	0.001	0.1068	0.0328	0.2524
MAL09-597888	-4e-04	5e-04	5e-04	3e-04	3e-04	0
MAL09-634010	0.0069	-1e-04	0.0184	0.0117	-0.0012	0.0251
MAL09-917254	0.0071	7e-04	0.0049	0.0023	-0.001	0.0012
MAL09-1142293	0.0372	0.1608	0.0676	0.3366	0.0024	0.3982
MAL09-1204316	0.0129	0.0876	0.0541	0.0292	0.0105	8e-04
MAL09-1206830	3e-04	0.0024	0.0025	3e-04	3e-04	0
MAL10-190158	0.1248	0.43	0.3216	0.1073	0.0478	0.0093
MAL10-303698	0.0867	2e-04	0.2973	0.1008	0.0696	0.3186
MAL10-996032	0.0057	0.1138	0.0791	0.0475	0.0248	-0.002
MAL10-1047321	0.5421	0.5895	0.6373	-0.0012	0.0057	6e-04
MAL10-1228500	5e-04	5e-04	5e-04	0	0	0
MAL10-1281631	0.0017	0.1272	0.0019	0.0742	0.0227	0.1843
MAL10-1322020	0.0016	0.0033	0.0013	-7e-04	-6e-04	-1e-04
MAL10-1389364	0.068	0.0307	0.1194	0.1889	-2e-04	0.2591
MAL10-1391783	0.0011	-9e-04	0.0021	0.0021	-2e-04	0.0033
MAL10-1519672	0.0147	2e-04	0.0138	0.0217	-0.0026	0.0203
MAL11-386092	-0.0058	0.0811	0.0077	0.0767	0.0051	0.0346
MAL11-565294	-0.0014	0.4058	0.0907	0.4241	0.1012	0.1345
MAL11-593539	-3e-04	-2e-04	0.0215	3e-04	0.016	0.0248
MAL11-637435	0.0239	0.2245	0.1162	0.3858	0.0302	0.5721
MAL11-683964	0.0729	0.0042	-6e-04	0.0376	0.0719	0.004
MAL11-753549	-0.0072	-0.0058	0.1411	-0.0077	0.1504	0.1467
MAL11-773903	0.0139	0.0491	-0.0025	0.0083	0.0118	0.0449
MAL11-792549	0.0745	0.0075	0.0311	0.1333	0.0039	0.0738
MAL11-828595	0.0414	0.0216	0.0474	-6e-04	-0.0036	0.0025
MAL11-874947	0.2055	-6e-04	0.2757	0.2114	-7e-04	0.2821
MAL11-920191	0.0266	7e-04	0.037	0.0171	-0.0021	0.0261
MAL11-968080	-0.0018	0.0262	0.0333	0.013	0.0511	0.1214
MAL11-987252	0.0723	0.0101	0.0593	0.0161	-0.0065	0.0108
MAL11-1020133	-0.0023	0.0257	0.0258	0.0395	0.0395	-4e-04
MAL11-1038073	0.0057	0.1337	0.012	0.0664	-0.005	0.0606
MAL11-1188633	-0.0053	0.0423	-0.0019	0.041	-0.0031	0.06
MAL11-1243997	4e-04	0.0556	0.0064	0.0957	-0.0052	0.1094
MAL11-1271589	0.1232	0.4343	0.1006	0.1166	-0.0044	0.1458
MAL11-1275603	0.1232	0.2546	0.1482	0.0191	-0.006	0.0122
MAL11-1295603	8e-04	-2e-04	5e-04	0.0019	0.0039	1e-04
MAL11-1321195	-0.0016	0.002	0.012	-6e-04	0.0069	0.0024
MAL11-1509521	0.0064	0.0109	3e-04	3e-04	0.0019	0.0049
MAL11-1748611	0.2395	0.0306	0.2823	0.0943	-0.0033	0.1264
MAL11-1752891	0.5933	0.1365	0.6534	0.2108	-0.0016	0.2588
MAL11-1791173	0.1196	0.0018	-1e-04	0.0895	0.1132	0.001
MAL12-175811	0.1597	0.0062	0.3253	0.2447	0.0299	0.4295
MAL12-381783	8e-04	-4e-04	0.0071	4e-04	0.001	0.0063
MAL12-399322	0.1123	0.0269	0.0052	0.0216	0.0608	0.0035
MAL12-529412	0.3221	0.4655	0.276	0.0153	-0.0026	0.0334
MAL12-646259	0.0062	0.0091	0.0085	-0.0021	-0.0017	-0.0015
MAL12-698129	0.0786	0.3219	0.0123	0.094	0.0277	0.2241
MAL12-702015	0.0069	-3e-04	0.0013	0.0114	1e-04	0.0038
MAL12-726595	8e-04	-0.0011	0.0194	-0.0013	0.0072	0.0122
MAL12-802737	0.0708	0.5168	0.0623	0.2361	-0.007	0.2564
MAL12-839896	0.1512	0.2325	0.2618	0.0072	0.0161	0
MAL12-857238	0.0073	6e-04	0.0304	0.0258	-9e-04	0.0568
MAL12-858494	-0.0039	-0.003	0.0068	-0.004	0.0059	0.0035
MAL12-907255	0.0231	0.004	-0.0016	0.0532	0.0213	0.0054
MAL12-943330	0.027	6e-04	0.0251	0.0153	-0.0031	0.0142
MAL12-1078311	0.2291	0.2658	0.214	0.0015	-4e-04	0.0037
MAL12-1156125	7e-04	0.1049	0.0408	0.0558	0.0105	0.0132
MAL12-1212106	0.1924	0.3917	0.3399	0.0402	0.0211	2e-04
MAL12-1214787	0.0206	0.3455	0.0628	0.1987	0.0037	0.1261
MAL12-1400880	0.0585	2e-04	0.1409	0.0704	0.0143	0.1575
MAL12-1598773	0.0544	0.2593	0.1297	0.0727	0.0081	0.0218
MAL12-1761552	0.3199	0.5376	0.3711	0.0436	-0.0011	0.0258
MAL12-2046726	0.0163	0.3188	0.0035	0.1947	0.0401	0.3819
MAL12-2050164	0.0684	0.049	0.0615	-0.006	-0.0061	-0.0041
MAL12-2119221	0.0259	0.0121	0.1676	0.0804	0.0554	0.2638
MAL13-150118	0.0173	0.0121	-4e-04	0.0668	0.0322	0.0046
MAL13-159660	0.0461	0.0797	0.076	0.0039	0.003	0
MAL13-353364	0.061	0.0079	0.4109	0.0153	0.1705	0.3022
MAL13-639415	0.0099	0.0075	0.3329	-0.0057	0.2225	0.2366
MAL13-714924	-0.0062	4e-04	-0.0036	0.0033	-0.0038	-8e-04
MAL13-853413	-0.0039	0.0949	0.0095	0.0617	0.0233	0.1745
MAL13-942637	5e-04	-4e-04	0.0096	7e-04	0.0155	0.0082
MAL13-1013875	0.0063	0.0932	0.059	0.0377	0.0159	0.0028
MAL13-1399233	0.0021	0.0024	0.0662	0.0116	0.0383	0.0946
MAL13-1596183	-1e-04	0.1286	0.0147	0.1884	-0.0019	0.2359
MAL13-1661997	0.0212	0.1886	0.075	0.3369	0.0103	0.4552
MAL13-1709066	0.2522	0.4787	0.4719	0.0438	0.0422	-0.0038
MAL13-1716352	0.1133	0.001	0.0235	0.1451	0.0308	0.0406
MAL13-1777097	0.0594	0.1116	0.1884	0.3254	0.0334	0.5252
MAL13-2383027	-8e-04	-7e-04	0.0047	0.0025	7e-04	0.011
MAL13-2470584	0.0114	0.0375	0.0637	0.0028	0.0158	0.0022
MAL13-2477441	-7e-04	0.2622	0.0285	0.1966	0.0579	0.4327
MAL13-2553416	0.0487	-0.001	0.3504	0.0561	0.1515	0.3657
MAL13-2672190	0.0173	0.0491	0.0767	0.0015	0.0141	6e-04
MAL13-2704604	0.0665	0.0428	0.2359	0.2127	0.0486	0.4362
MAL14-201791	0.5248	0.6576	0.6775	0.0109	0.0165	-0.0012
MAL14-221707	0.0282	0.6879	0.0283	0.4903	-0.0049	0.4955
MAL14-312693	5e-04	5e-04	6e-04	0	0	0
MAL14-334976	0.0896	0.021	0.1677	0.2089	0.0101	0.3098
MAL14-442134	-0.003	0.3959	0.0184	0.3449	0.0041	0.2531
MAL14-564339	0.0246	0.0157	0.0479	-0.0054	-0.0027	0.0036
MAL14-722436	0.027	0.0495	0.1093	-0.0013	0.0245	0.0088
MAL14-832589	0.0116	0.011	0.0299	-0.0021	0.0019	0.003
MAL14-860816	0.0122	0.0177	0.1846	0.0664	0.094	0.3004
MAL14-911764	-0.0025	0.026	0.0451	0.0376	0.0298	0.1385
MAL14-1103685	0.0115	0.1642	-0.0031	0.0731	0.0066	0.1477
MAL14-1106081	-0.0052	0.102	-0.0028	0.0849	-0.0049	0.086
MAL14-1161488	0.4281	0.5094	0.5395	-0.0023	0.0045	-0.0039
MAL14-1199721	0.0068	0.0326	-0.0037	0.0015	0.0145	0.0442
MAL14-1392975	-0.0038	0.0298	0.0222	0.0227	0.0276	0.1076
MAL14-1405313	0.0416	0.017	0.377	-0.0022	0.1785	0.2397
MAL14-1454903	0.0372	0.007	0.0079	0.0867	0.0046	0.0385
MAL14-1482198	0.0473	0.0071	0.1713	0.0053	0.0324	0.0906
MAL14-1818960	0.1466	0.0072	0.1451	0.2374	-7e-04	0.2354
MAL14-1903017	0.0797	0.0438	0.1562	0.2455	0.0086	0.3528
MAL14-2181307	0.4421	0.3248	0.406	0.0063	-0.0042	0.0022
MAL14-2275535	0.065	-4e-04	0.3665	0.0624	0.1421	0.3619
MAL14-2373291	0.0846	0.205	0.2155	0.0256	0.0306	-9e-04
MAL14-2536420	0.0647	3e-04	0.3424	0.0832	0.1223	0.3748
MAL14-2615028	0.1654	0.2461	0.2305	0.0079	0.0047	-4e-04
MAL14-2752309	-3e-04	5e-04	-3e-04	0.0015	-4e-04	8e-04
MAL14-2816701	0.0514	0.1006	0.0725	0.0065	-2e-04	0.0018
MAL14-3009282	-8e-04	9e-04	-3e-04	3e-04	-6e-04	3e-04
MAL14-3017815	-9e-04	0.0922	0.0281	0.0454	0.0025	0.0142
MAL14-3043465	0.0013	0.12	-0.0032	0.0706	0.0082	0.1409
MAL14-3124740	0.0838	0.0699	0.095	-0.0059	-0.0053	-0.0021
MAL14-3126540	0.2615	0.2699	0.3852	-0.0044	0.0144	0.0129

Fst

Loci	sid98,  vs  sid75,	sid98,  vs  sid50,	sid98,  vs  sid1,	sid75,  vs  sid50,	sid75,  vs  sid1,	sid50,  vs  sid1,
MAL01-145461	0.0686	0.1628	0.0296	0.0176	0	0.0553
MAL01-167547	0.0496	0.004	0.014	0.1278	0.1648	-0.0113
MAL01-389906	-0.0161	0.0844	-0.0064	0.0666	-0.0143	0.0504
MAL02-131505	-0.0176	0.1954	0.1356	0.2148	0.1439	0.0017
MAL02-194835	0.0234	0.3325	0.2655	0.1833	0.1202	-0.0015
MAL02-255652	0.1182	0.2354	0.3753	0.0092	0.0904	0.0109
MAL02-290673	0.4075	0.5693	0.3633	0.0322	-0.0116	0.0574
MAL02-294544	-0.0144	0.1554	-0.0092	0.2179	-0.0067	0.1196
MAL02-297021	0.3923	0.5525	0.3524	0.03	-0.0122	0.0518
MAL02-322398	0.3367	0.4611	0.2451	0.0076	0.0022	0.063
MAL02-417203	0.0294	0.0489	0.0365	0.1851	-0.0145	0.1525
MAL02-510210	0.1354	0.1227	0.3961	-0.0186	0.1558	0.1626
MAL02-514461	0.0096	-0.0138	0.1689	0.0144	0.0664	0.1792
MAL02-569613	0.0023	0.0634	0.0805	0.0036	0.0115	-0.0113
MAL02-608790	-0.0177	0.032	0.1175	0.0226	0.1282	0.278
MAL02-660994	-0.0156	0.3919	0.0116	0.3468	0.0246	0.5262
MAL02-680916	0.0926	0.1952	0.1823	0.0138	-0.0064	-0.0043
MAL02-723983	0.0737	0.3898	0.1389	0.2145	-0.0081	0.1159
MAL02-792270	0.0029	0.0763	0.0917	0.1747	0.0224	0.2719
MAL03-139623	-0.0102	0.0223	0.022	0.0594	-0.0032	0.0742
MAL03-192822	0.0789	0.1473	0.2035	-0.007	0.0186	-0.0058
MAL03-355045	0.001	0.0818	0.1065	0.0177	0.0324	-0.0109
MAL03-666808	-0.0139	0.0211	0.1413	2e-04	0.1239	0.0369
MAL03-714600	-0.0062	0.4808	-0.0103	0.4816	-0.0029	0.5243
MAL03-849722	0.012	0.0594	0.0907	0.0081	0.0253	NaN
MAL04-134941	0.2444	0.1916	0.3326	0.6143	-0.0145	0.7037
MAL04-163143	0.0625	0.0204	-0.0031	-0.0154	0.028	2e-04
MAL04-193196	0.0969	0.1336	0.2357	-0.0157	0.0216	0.0045
MAL04-273727	-0.0171	0.1388	0.0069	0.1517	0.007	0.0612
MAL04-282592	0.0018	-0.0109	9e-04	0.0176	0.0543	-0.0089
MAL04-307321	0.011	0.0018	0.0278	-0.017	-0.0061	0.0037
MAL04-342497	0.1425	0.2415	0.0939	-8e-04	-0.0063	0.0364
MAL04-361423	0.0726	0.1692	0.0319	0.0041	-0.0047	0.0464
MAL04-422595	-0.0162	0.0958	-0.0104	0.0735	-0.0135	0.0972
MAL04-441887	0.0475	0.0086	0.0927	0.0071	NaN	0.0315
MAL04-469608	0.0113	0.1317	0.0277	0.0597	-0.0063	0.0422
MAL04-515294	0.0771	0.1382	0.0498	0.3717	-0.0083	0.3337
MAL04-544408	-0.0169	-0.0021	-0.0045	-0.0109	-0.0117	-0.0105
MAL04-637111	0.419	-0.0126	0.1392	0.3952	0.1181	0.1152
MAL04-666150	0.1954	-0.0142	0.1628	0.1882	-0.0147	0.1578
MAL04-680633	0.0916	0.5258	0.0197	0.2673	0.01	0.3795
MAL04-702725	-5e-04	0.4627	0.0257	0.5001	0.0645	0.3266
MAL04-755220	0.7179	0.9151	0.8133	0.1885	0.0396	0.0438
MAL04-772972	0.3521	0.0145	0.3001	0.2123	-0.012	0.1786
MAL04-799238	0.2839	0.0286	0.0964	0.4568	0.0499	0.2229
MAL04-809686	0.4149	0.462	0.5035	-0.017	-0.013	-0.006
MAL04-846290	0.0434	0.0975	0.037	0.0077	-0.01	0.0186
MAL04-872322	-0.0167	0.0833	0.1825	0.1034	0.1606	0.3971
MAL04-894155	0.0197	NaN	0.0511	0.0158	-8e-04	0.0473
MAL04-895873	0.1078	0.0275	0.0615	0.0048	-0.0101	-0.0044
MAL04-915180	0.0673	0.0657	0.0147	-0.0176	-2e-04	0.0098
MAL04-934434	0.1796	0.0623	0.0667	0.4079	0.0165	0.2281
MAL04-936350	0.1092	0.0833	0.1713	0.3591	-0.006	0.3851
MAL04-991586	0.327	-0.0131	0.1703	0.2999	0.0208	0.1495
MAL04-994352	0.053	0.043	-0.0074	0.2148	0.0299	0.069
MAL05-132132	0.1583	0.457	0.2724	0.1242	0.0195	0.029
MAL05-144161	0.1554	-0.014	0.1442	0.1566	-0.0133	0.1447
MAL05-192222	0.6723	0.5727	0.504	0.0087	0.0385	-0.0048
MAL05-329493	0.0411	-0.0112	0.043	0.0156	-0.0147	0.021
MAL05-364227	0.2631	0.053	0.1678	0.0727	-0.0132	0.0476
MAL05-369684	0.2334	0.147	0.4744	0.0031	0.0695	0.158
